ID;Text;Date;URL
EL2024_001;"Je n’ai jamais voté « contre » avec regret, pour moi c’était Ni RN-Ni NFP (par ailleurs inexistant dans mon département). 
Les choses sont claires..✔️
#AssembléeNationale 
#ElectionsLegislatives2024";2024-07-21 14:06:56;https://twitter.com/garcias_jmichel/status/1814904874716332369
EL2024_002;"Il faut en finir avec la Ve République ! 📌

 #NouveauFrontPopulaire #LFI #TDF2024 #ElectionsLegislatives2024 #DirectAN #LegislativesAnticipées2024  #NPA #EELV #LO #PCF #NFP #PS #NFPaGagné";2024-07-21 02:44:32;https://twitter.com/LeClou10/status/1814733145989624138
EL2024_003;Faux. Le champ est désormais à nouveau ouvert aux candidats centristes à l’élection présidentielle de 2027. #ElectionsLegislatives2024;2024-07-21 01:03:03;https://twitter.com/canet503/status/1814707605161365608
EL2024_004;"🚨📢1er·e Ministre Nouveau Front Populaire ! ✊📢Gouvernement Nouveau Front Populaire !✊📢Contre le coup d'État de Macron ! 🚨📌

 #NouveauFrontPopulaire #LFI #TDF2024 #ElectionsLegislatives2024 #DirectAN #LegislativesAnticipées2024  #NPA #EELV #LO #PCF #NFP #PS #NFPaGagné";2024-07-21 01:00:23;https://twitter.com/LeClou10/status/1814706933632250339
EL2024_005;Utilise mon #code #promo CHRI2946920441 chez #Photoweb, pour créer le produit photo personnalisé de ton choix ! #poupettekenza #bonplan #parrain #code #NFT #Bitcoin📷📷📷 #harrykane #ElectionsLegislatives2024 https://t.co/4uOgSAYmoq;2024-07-20 22:10:32;https://twitter.com/allabou05065834/status/1814664191967399947
EL2024_006;Utilise mon #code #promo CHRI2946920441 chez #Photoweb, pour créer le produit photo personnalisé de ton choix ! #poupettekenza #bonplan #parrain #code #NFT #Bitcoin📷📷📷 #harrykane #ElectionsLegislatives2024 https://t.co/4uOgSAYmoq;2024-07-20 21:59:25;https://twitter.com/allabou05065834/status/1814661394626675169
EL2024_007;Utilise mon #code #promo CHRI2946920441 chez #Photoweb, pour créer le produit photo personnalisé de ton choix ! #poupettekenza #bonplan #parrain #code #NFT #Bitcoin📷📷📷#Tubiana #harrykane #ElectionsLegislatives2024 https://t.co/4uOgSAYmoq;2024-07-20 21:25:00;https://twitter.com/allabou05065834/status/1814652731711160588
EL2024_008;"Les #ElectionsLegislatives2024, c'est fini.
Les votes à l'#AssembléeNationale , c'est fini.
Maintenant vite un #gouvernement pour qu'à la rentrée une #MotionDeCensure vienne faire tomber toutes les quilles de #Macron. 2024 est une année extraordinaire !";2024-07-20 20:55:14;https://twitter.com/yl2235/status/1814645240457822701
EL2024_009;Bonjour Parlementarisme. #ElectionsLegislatives2024;2024-07-20 17:33:00;https://twitter.com/canet503/status/1814594345250521187
EL2024_010;"Il aurait peut-être fallu que les « droites » ainsi qu’elles sont nommées s’organisent en amont des élections législatives.
#mauvaisefoi #Electionslegislatives2024";2024-07-20 04:37:42;https://twitter.com/Annajegat/status/1814399236697444424
EL2024_011;#AssembleeNationale #BraunPivet  suite des #ElectionsLegislatives2024;2024-07-20 03:15:38;https://twitter.com/BillTrailli/status/1814378584343228541
EL2024_012;Les choufs de @LouisBoyard en attente de verdict ? #NouveauFrontPopulaire @AssembleeNat #ElectionsLegislatives2024;2024-07-20 02:47:47;https://twitter.com/Klovis689/status/1814371576676028797
EL2024_013;Je dis ça je dis rien, mais je dis toujours ce que je pense... #LFI #rn #Legislatives2024 #NFP #ElectionsLegislatives2024 #patriote #PATRIOTES #jambonbeurre #TeamPatriotes #UnionDesDroites;2024-07-20 01:38:07;https://twitter.com/albertoen31/status/1814354042656624945
EL2024_014;Je dis ça je dis rien, mais je dis toujours ce que je pense... #LFI #rn #Legislatives2024 #NFP #ElectionsLegislatives2024 #patriote #PATRIOTES #jambonbeurre #TeamPatriotes #UnionDesDroites;2024-07-20 01:26:21;https://twitter.com/albertoen31/status/1814351080320328098
EL2024_015;"Il n'y a pas eu besoin du 7 octobre pour confirmer le constat de Christine Deviers-Joncour : ""La France est (devenue) une colonie de Tel Aviv."" @MagazineNexus @RNational_off #NouveauFrontPopulaire @ZinebElRhazoui #ElectionsLegislatives2024 @emiliegomis";2024-07-20 01:23:02;https://twitter.com/onsemballelepaf/status/1814350248245952776
EL2024_016;Voici pourquoi leur serrer la main n’est pas si simple. Ce que l’on exige de l’autre - à savoir le respect d’une institution en faisant fi de ses propres convictions - il faut d’abord se l’appliquer à soi même. #DirectAN #ElectionsLegislatives2024;2024-07-20 00:38:26;https://twitter.com/JadeDousselin/status/1814339023005200796
EL2024_017;"Le #NouveauFrontPopulaire a volé les #ElectionsLegislatives2024 

Il bourre maintenant les urnes.";2024-07-20 00:23:04;https://twitter.com/GadjiMiko/status/1814335154929926213
EL2024_018;Je dis ça je dis rien, mais je dis toujours ce que je pense... #LFI #rn #Legislatives2024 #NFP #ElectionsLegislatives2024 #patriote #PATRIOTES #jambonbeurre #TeamPatriotes #UnionDesDroites;2024-07-19 23:27:41;https://twitter.com/albertoen31/status/1814321217140113846
EL2024_019;Une petite musique qui monte en arrière plan, complètement éclipsée par les #JO, les #ElectionsLegislatives2024 et l’agitation à l’#AssembléeNationale. Il y a un ensauvagement indéniable de la société. Et c’est préoccupant.;2024-07-19 23:06:26;https://twitter.com/guisenberg/status/1814315870891425953
EL2024_020;"Quand un bug informatique t’oblige a rebooter sur ton ancienne config 😁
#Election2024 #ElectionsLegislatives2024 #electionseuropeennes2024 #VanDerLayen #macron #YaelBraunPivet #AssembleeNationale";2024-07-19 22:34:32;https://twitter.com/zeraccoon/status/1814307841609551941
EL2024_021;Les #ElectionsLegislatives2024 sont claires : 2/3 des sièges à l'#AssembleeNationale n'ont pas été gagnés par le #NFP.;2024-07-19 22:24:10;https://twitter.com/CoGeourjon/status/1814305232261640502
EL2024_022;Je dis ça je dis rien, mais je dis toujours ce que je pense... #LFI #rn #Legislatives2024 #NFP #ElectionsLegislatives2024 #patriote #PATRIOTES #jambonbeurre #TeamPatriotes #UnionDesDroites;2024-07-19 21:58:24;https://twitter.com/albertoen31/status/1814298750967238963
EL2024_023;Mais vous votez #LFI #NFP afin qu’ils libèrent 20k délinquants. Vous êtes vraiment les cons que vous pensez être. #RassemblementNational #AssembléeNationale #ElectionsLegislatives2024;2024-07-19 21:43:52;https://twitter.com/Maa_7593/status/1814295090463940970
EL2024_024;Utilise mon #code #promo CHRI2946920441 chez #Photoweb, pour créer le produit photo personnalisé de ton choix ! #poupettekenza #bonplan #parrain #code #NFT #Bitcoin📷📷📷 #Tubiana #harrykane #ElectionsLegislatives2024 https://t.co/PCurUEZvew;2024-07-19 20:21:50;https://twitter.com/fdeals2023/status/1814274447584461133
